ticker,data_date,sector,industry,open,high,low,close,volume,frequency,nbss,nbsf
SMCB,2023-12-22,Basic Materials,Construction Materials,1250.00,1315.00,1215.00,1295.00,4764800,2514,1212456960,212142496
SMDM,2023-12-22,Properties & Real Estate,Real Estate Management & Development,191.00,193.00,191.00,191.00,146600,20,9216200,-19100
SMDR,2023-12-22,Transportation & Logistic,Logistics & Deliveries,340.00,354.00,318.00,318.00,101551400,11031,-10355303424,656903424
SMGR,2023-12-22,Basic Materials,Construction Materials,6150.00,6325.00,6150.00,6275.00,6519900,2386,-5733754880,-2730202624
SMIL,2023-12-22,Industrials,Machinery,121.00,126.00,121.00,125.00,89667600,1133,5128933888,463462304
SMKL,2023-12-22,Basic Materials,Containers & Packaging,202.00,208.00,200.00,206.00,225900,42,-42283800,-206000
SMKM,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,54.00,54.00,52.00,52.00,2857700,134,-63968300,0
SMMA,2023-12-22,Financials,Holding & Investment Companies,14500.00,14500.00,14500.00,14500.00,0,0,0,0
SMMT,2023-12-22,Energy,Coal,975.00,975.00,785.00,925.00,3497200,1632,26387500,-179924496
SMRA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,565.00,570.00,545.00,555.00,35427700,3883,-8313870848,-5093642752
SMRU,2023-12-22,Energy,"Oil, Gas & Coal Supports",50.00,50.00,50.00,50.00,0,0,0,0
SMSM,2023-12-22,Consumer Cyclicals,Auto Components,1935.00,1965.00,1935.00,1955.00,1744000,540,508553504,571121024
SNLK,2023-12-22,Consumer Cyclicals,Tourism & Recreation,520.00,520.00,505.00,515.00,1329500,113,-76420496,-61810000
SOCI,2023-12-22,Energy,Oil & Gas,189.00,193.00,182.00,183.00,26885900,2357,-1531925760,-552421632
SOFA,2023-12-22,Consumer Cyclicals,Household Goods,16.00,16.00,15.00,16.00,210800,23,-2948700,0
SOHO,2023-12-22,Healthcare,Pharmaceuticals,500.00,500.00,500.00,500.00,1600,5,0,0
SONA,2023-12-22,Consumer Cyclicals,Department Stores,2280.00,2280.00,2280.00,2280.00,15200,6,16416000,-9120000
SOSS,2023-12-22,Industrials,Professional Services,460.00,510.00,460.00,476.00,56100,113,10139000,-1379200
SOTS,2023-12-22,Consumer Cyclicals,Tourism & Recreation,462.00,462.00,462.00,462.00,0,0,0,0
SOUL,2023-12-22,Consumer Non-Cyclicals,Beverages,18.00,20.00,18.00,20.00,1014400,56,15878500,0
SPMA,2023-12-22,Basic Materials,Containers & Packaging,354.00,358.00,350.00,352.00,400500,63,19865200,-9149200
SPTO,2023-12-22,Industrials,Building Products & Fixtures,545.00,555.00,545.00,550.00,850600,126,400217984,-267759504
SQMI,2023-12-22,Basic Materials,Metals & Minerals,57.00,57.00,54.00,55.00,12394200,310,-382486304,-80251696
SRAJ,2023-12-22,Healthcare,Healthcare Providers,208.00,220.00,206.00,212.00,3992700,299,252978208,220254000
SRIL,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,146.00,146.00,146.00,146.00,0,0,0,0
SRSN,2023-12-22,Basic Materials,Chemicals,66.00,68.00,64.00,66.00,2763600,156,-137899392,0
SRTG,2023-12-22,Financials,Holding & Investment Companies,1625.00,1660.00,1610.00,1620.00,15353100,2739,1621234944,-436780000
SSIA,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,426.00,430.00,424.00,428.00,7786400,674,-1169970176,621529600
SSMS,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,1000.00,1020.00,990.00,1020.00,10227100,727,4417034240,8961500
SSTM,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,535.00,535.00,535.00,535.00,200,2,0,0
STAA,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,855.00,870.00,855.00,865.00,5983600,1163,3600003584,1032380032
STAR,2023-12-22,Financials,Holding & Investment Companies,108.00,108.00,108.00,108.00,0,0,0,0
STRK,2023-12-22,Consumer Non-Cyclicals,Beverages,54.00,55.00,50.00,51.00,98171296,4819,-1077184256,-100491400
STTP,2023-12-22,Consumer Non-Cyclicals,Processed Foods,9325.00,9500.00,9300.00,9350.00,900,5,-6502500,950000
SUGI,2023-12-22,Energy,Oil & Gas,50.00,50.00,50.00,50.00,0,0,0,0
SULI,2023-12-22,Basic Materials,Forestry & Paper,134.00,145.00,134.00,141.00,590800,130,-35558600,20887000
SUNI,2023-12-22,Energy,"Oil, Gas & Coal Supports",376.00,380.00,370.00,380.00,260200,61,15173400,43242200
SUPR,2023-12-22,Infrastructures,Wireless Telecommunication Services,39900.00,39900.00,39900.00,39900.00,0,0,0,0
SURE,2023-12-22,Energy,Oil & Gas,1100.00,1100.00,1100.00,1100.00,60000,3,5500000,0
SURI,2023-12-22,Healthcare,Healthcare Equipment & Supplies,169.00,176.00,163.00,167.00,12361500,2966,366707488,-2564600
SWAT,2023-12-22,Basic Materials,Forestry & Paper,50.00,50.00,50.00,50.00,5000,1,250000,0
SWID,2023-12-22,Properties & Real Estate,Real Estate Management & Development,73.00,78.00,73.00,77.00,544000,180,6237900,3093200
TALF,2023-12-22,Basic Materials,Containers & Packaging,300.00,300.00,282.00,294.00,14100,15,479200,1128000
TAMA,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,16.00,17.00,16.00,17.00,17200,7,51000,0
TAMU,2023-12-22,Energy,"Oil, Gas & Coal Supports",9.00,9.00,9.00,9.00,3507300,36,0,0
TAPG,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,540.00,545.00,535.00,540.00,2189900,333,-408770496,-68044000
TARA,2023-12-22,Properties & Real Estate,Real Estate Management & Development,8.00,8.00,8.00,8.00,155100,13,40000,0
TAXI,2023-12-22,Transportation & Logistic,Passenger Land Transportation,50.00,50.00,50.00,50.00,0,0,0,0
TAYS,2023-12-22,Consumer Non-Cyclicals,Processed Foods,100.00,106.00,97.00,100.00,1551600,507,-32675100,0
TBIG,2023-12-22,Infrastructures,Wireless Telecommunication Services,2080.00,2090.00,2070.00,2080.00,727300,532,-554649984,-514232000
TBLA,2023-12-22,Consumer Non-Cyclicals,Processed Foods,700.00,705.00,695.00,700.00,530500,134,-22515000,-68648496
TBMS,2023-12-22,Basic Materials,Metals & Minerals,3060.00,3490.00,2500.00,2700.00,1213300,1724,-890371968,-12127000
TCID,2023-12-22,Consumer Non-Cyclicals,Personal Care Products,2740.00,2740.00,2740.00,2740.00,100,1,274000,0
TCPI,2023-12-22,Energy,Coal,7800.00,7875.00,7700.00,7750.00,6921200,2663,-44479414272,6457724928
TDPM,2023-12-22,Basic Materials,Chemicals,119.00,119.00,119.00,119.00,0,0,0,0
TEBE,2023-12-22,Energy,Coal,765.00,770.00,760.00,770.00,183100,96,38981000,0
TECH,2023-12-22,Technology,IT Services & Consulting,50.00,50.00,50.00,50.00,0,0,0,0
TELE,2023-12-22,Consumer Cyclicals,Consumer Distributors,50.00,50.00,50.00,50.00,0,0,0,0
TFAS,2023-12-22,Technology,Online Applications & Services,775.00,780.00,735.00,775.00,99700,67,-8810000,-8956500
TFCO,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,670.00,670.00,670.00,670.00,0,0,0,0
TGKA,2023-12-22,Consumer Non-Cyclicals,Processed Foods,6500.00,6500.00,6500.00,6500.00,100,1,650000,0
TGRA,2023-12-22,Infrastructures,Electric Utilities,50.00,50.00,50.00,50.00,0,0,0,0
TGUK,2023-12-22,Consumer Non-Cyclicals,Processed Foods,90.00,92.00,90.00,91.00,6612300,367,-238948304,68213600
TIFA,2023-12-22,Financials,Consumer Financing,650.00,650.00,650.00,650.00,0,0,0,0
TINS,2023-12-22,Basic Materials,Metals & Minerals,630.00,635.00,620.00,625.00,6963200,1162,-1591034496,-39746000
TIRA,2023-12-22,Industrials,Diversified Industrial Trading,354.00,354.00,354.00,354.00,2900,1,0,0
TIRT,2023-12-22,Basic Materials,Forestry & Paper,50.00,50.00,50.00,50.00,500,1,25000,0
TKIM,2023-12-22,Basic Materials,Forestry & Paper,7150.00,7200.00,7000.00,7050.00,758600,815,-1015430016,-556795008
TLDN,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,452.00,454.00,448.00,452.00,76700,67,28857000,-582400
TLKM,2023-12-22,Infrastructures,Telecommunication Service,3980.00,3980.00,3950.00,3960.00,28222700,6437,-210191008,32621805568
TMAS,2023-12-22,Transportation & Logistic,Logistics & Deliveries,159.00,170.00,153.00,157.00,103879400,8714,-3548327424,-692768128
TMPO,2023-12-22,Consumer Cyclicals,Media,88.00,91.00,85.00,91.00,4500,12,-354200,0
TNCA,2023-12-22,Transportation & Logistic,Logistics & Deliveries,200.00,206.00,199.00,200.00,255200,74,-28328300,0
TOBA,2023-12-22,Energy,Coal,296.00,316.00,296.00,310.00,48694500,4382,-329071808,-53129200
TOOL,2023-12-22,Consumer Cyclicals,Specialty Retail,60.00,60.00,59.00,60.00,1142000,96,18385700,0
TOPS,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,12.00,12.00,12.00,12.00,379700,21,0,0
TOTL,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,368.00,372.00,364.00,368.00,827000,260,134464800,-13616200
TOTO,2023-12-22,Industrials,Building Products & Fixtures,230.00,230.00,228.00,230.00,261100,106,23894800,230000
TOWR,2023-12-22,Infrastructures,Wireless Telecommunication Services,960.00,970.00,945.00,965.00,18766800,2194,-4335272448,3847916544
TOYS,2023-12-22,Consumer Cyclicals,Sport Equipment & Hobbies Goods,50.00,50.00,50.00,50.00,1500,2,75000,0
TPIA,2023-12-22,Basic Materials,Chemicals,5875.00,5875.00,5875.00,5875.00,0,0,0,0
TPMA,2023-12-22,Energy,Coal,735.00,735.00,705.00,710.00,5194100,1004,-1888496000,-766488000
TRAM,2023-12-22,Energy,Coal,50.00,50.00,50.00,50.00,0,0,0,0
TRGU,2023-12-22,Consumer Non-Cyclicals,Processed Foods,185.00,187.00,185.00,187.00,74900,25,1506000,5468900
TRIL,2023-12-22,Industrials,Diversified Industrial Trading,50.00,50.00,50.00,50.00,0,0,0,0
TRIM,2023-12-22,Financials,Investment Services,274.00,278.00,272.00,274.00,4786100,96,-791062592,623956800
TRIN,2023-12-22,Properties & Real Estate,Real Estate Management & Development,148.00,153.00,145.00,147.00,1185900,277,-70299600,-7593500
TRIO,2023-12-22,Consumer Cyclicals,Specialty Retail,426.00,426.00,426.00,426.00,0,0,0,0
TRIS,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,204.00,220.00,204.00,214.00,2018100,519,46319200,-65265200
TRJA,2023-12-22,Transportation & Logistic,Passenger Land Transportation,272.00,274.00,272.00,272.00,3800100,130,-388971200,63056200
TRON,2023-12-22,Technology,Software,246.00,248.00,242.00,248.00,735900,312,93527400,-71317800
TRST,2023-12-22,Basic Materials,Containers & Packaging,482.00,494.00,482.00,494.00,20300,4,48200,0
TRUE,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,100,1,5000,0
TRUK,2023-12-22,Transportation & Logistic,Logistics & Deliveries,87.00,87.00,85.00,86.00,268300,82,-5687400,0
TRUS,2023-12-22,Financials,Consumer Financing,400.00,400.00,398.00,398.00,200,2,79800,0
TSPC,2023-12-22,Healthcare,Pharmaceuticals,1805.00,1825.00,1780.00,1820.00,2283800,780,642628992,-617048512
TUGU,2023-12-22,Financials,Insurance,1005.00,1015.00,1005.00,1010.00,960600,461,-157229504,-254432992
TURI,2023-04-05,Consumer Cyclicals,Specialty Retail,1560.00,1560.00,1560.00,1560.00,0,0,0,0
TYRE,2023-12-22,Consumer Cyclicals,Auto Components,130.00,133.00,127.00,128.00,24576700,413,-862358208,-30043000
UANG,2023-12-22,Properties & Real Estate,Real Estate Management & Development,690.00,690.00,655.00,665.00,71800,113,-30974000,-1957500
UCID,2023-12-22,Consumer Non-Cyclicals,Personal Care Products,1020.00,1025.00,1010.00,1010.00,1590000,121,-1378899456,320217504
UDNG,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,64.00,69.00,64.00,65.00,20485400,9822,1017102016,0
UFOE,2023-12-22,Consumer Cyclicals,Specialty Retail,185.00,190.00,183.00,188.00,100100,49,-889900,-1348500
ULTJ,2023-12-22,Consumer Non-Cyclicals,Processed Foods,1600.00,1605.00,1565.00,1565.00,3159600,899,-1815243520,-3431500544
UNIC,2023-12-22,Basic Materials,Chemicals,8100.00,8100.00,8100.00,8100.00,0,0,0,0
UNIQ,2023-12-22,Energy,"Oil, Gas & Coal Supports",206.00,216.00,206.00,210.00,15733900,2657,369862016,65428800
UNIT,2023-12-22,Consumer Cyclicals,Apparel & Luxury Goods,316.00,316.00,316.00,316.00,0,0,0,0
UNSP,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,113.00,113.00,112.00,112.00,301900,13,33376400,0
UNTR,2023-12-22,Industrials,Machinery,22050.00,22150.00,21850.00,22025.00,2347300,3064,4768204800,-5016204800
UNVR,2023-12-22,Consumer Non-Cyclicals,Personal Care Products,3470.00,3490.00,3440.00,3470.00,6665700,3407,-1159278976,1015358016
URBN,2023-12-22,Properties & Real Estate,Real Estate Management & Development,145.00,151.00,145.00,149.00,177000,36,10978600,1837500
UVCR,2023-12-22,Technology,Online Applications & Services,125.00,138.00,123.00,125.00,7471300,931,203353600,12927600
VAST,2023-12-22,Properties & Real Estate,Real Estate Management & Development,62.00,62.00,58.00,59.00,641100,100,-22835800,0
VICI,2023-12-22,Consumer Non-Cyclicals,Personal Care Products,645.00,650.00,645.00,650.00,246100,95,159161504,0
VICO,2023-12-22,Financials,Holding & Investment Companies,112.00,118.00,112.00,118.00,57100,70,532000,0
VINS,2023-12-22,Financials,Insurance,147.00,157.00,147.00,155.00,4300,11,-331300,0
VIVA,2023-12-22,Consumer Cyclicals,Media,50.00,50.00,50.00,50.00,300,3,15000,0
VKTR,2023-12-22,Consumer Cyclicals,Auto Components,117.00,120.00,117.00,119.00,79501696,1265,-2304959488,943543872
VOKS,2023-12-22,Industrials,Electrical,195.00,216.00,194.00,214.00,15754400,754,17565900,28972000
VRNA,2023-12-22,Financials,Consumer Financing,87.00,87.00,85.00,86.00,65400,10,-3837300,-860000
VTNY,2023-12-22,Financials,Consumer Financing,318.00,324.00,312.00,318.00,14495800,918,-97029800,766880192
WAPO,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,94.00,97.00,92.00,93.00,466700,127,-3931000,0
WEGE,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,78.00,79.00,76.00,77.00,3183400,242,-87183696,22653400
WEHA,2023-12-22,Transportation & Logistic,Passenger Land Transportation,169.00,170.00,167.00,168.00,1805300,167,-133850000,0
WGSH,2023-12-22,Technology,Software,92.00,92.00,88.00,89.00,439400,31,9279100,0
WICO,2023-12-22,Consumer Non-Cyclicals,Food & Staples Retailing,121.00,121.00,121.00,121.00,0,0,0,0
WIDI,2023-12-22,Industrials,Machinery,21.00,21.00,19.00,21.00,815500,114,-9137200,0
WIFI,2023-12-22,Technology,Online Applications & Services,153.00,154.00,150.00,153.00,104823696,5944,12205057024,123496704
WIIM,2023-12-22,Consumer Non-Cyclicals,Tobacco,1715.00,1780.00,1705.00,1715.00,16635900,5067,-4704475136,3367792384
WIKA,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,240.00,240.00,240.00,240.00,0,0,0,0
WINE,2023-12-22,Consumer Non-Cyclicals,Beverages,418.00,422.00,412.00,412.00,547400,250,-140680000,-2841200
WINR,2023-12-22,Properties & Real Estate,Real Estate Management & Development,50.00,50.00,50.00,50.00,11300,7,545000,0
WINS,2023-12-22,Energy,"Oil, Gas & Coal Supports",394.00,410.00,394.00,394.00,7333000,870,-1447447040,1186725376
WIRG,2023-12-22,Technology,Software,109.00,112.00,108.00,110.00,8157700,612,-300763008,44745100
WMPP,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,50.00,50.00,50.00,50.00,18900,30,945000,0
WMUU,2023-12-22,Consumer Non-Cyclicals,Agricultural Products,50.00,50.00,50.00,50.00,4800,4,240000,0
WOMF,2023-12-22,Financials,Consumer Financing,360.00,366.00,356.00,366.00,408200,57,92447600,0
WOOD,2023-12-22,Consumer Cyclicals,Household Goods,282.00,310.00,280.00,302.00,10873500,1302,816910400,-490946816
WOWS,2023-12-22,Energy,"Oil, Gas & Coal Supports",50.00,50.00,50.00,50.00,62300,3,3115000,0
WSBP,2023-12-22,Basic Materials,Construction Materials,50.00,50.00,50.00,50.00,222200,7,11110000,0
WSKT,2023-12-22,Infrastructures,Heavy Constructions & Civil Engineering,202.00,202.00,202.00,202.00,0,0,0,0
WTON,2023-12-22,Basic Materials,Construction Materials,110.00,111.00,108.00,109.00,3337100,237,-86942704,0
XKID,2023-12-22,,,1040.00,1040.00,1040.00,1040.00,100,1,0,0
XMGB,2023-12-22,,,1005.00,1005.00,1005.00,1005.00,0,0,0,0
YELO,2023-12-22,Consumer Cyclicals,Consumer Distributors,50.00,50.00,50.00,50.00,240300,6,12015000,0
YPAS,2023-12-22,Basic Materials,Containers & Packaging,430.00,430.00,430.00,430.00,0,0,0,0
YULE,2023-12-22,Financials,Investment Services,2350.00,2350.00,2350.00,2350.00,212600,24,-124785000,0
ZATA,2023-12-22,Consumer Cyclicals,Specialty Retail,50.00,50.00,50.00,50.00,8800,3,440000,0
ZBRA,2023-12-22,Industrials,Multi-sector Holdings,460.00,460.00,456.00,460.00,48700,14,2432400,19000400
ZINC,2023-12-22,Basic Materials,Metals & Minerals,50.00,50.00,50.00,50.00,0,0,0,0
ZONE,2023-12-22,Consumer Cyclicals,Specialty Retail,1120.00,1120.00,1115.00,1115.00,87600,3,97679000,0
ZYRX,2023-12-22,Technology,Computer Hardware,169.00,171.00,166.00,166.00,154500,131,-6850300,-927600
